rot,action,situation,ssl_domain,agreement_condition,rot-agree,action-moral-judgment,agreement_label,area
It's not okay to have self doubt about what you can do.,having self doubt about what you can do.,She dreaded the first day because she knew it'd be scary.,personal-psychological,low_agreement,1,-1,5-25%,rocstories
You should involve yourself in your friend's   romantic relationships.,involving yourself in your friend's   romantic relationships.,blabbing about a buddy's lies to his GF,personal-psychological,low_agreement,1,0,5-25%,amitheasshole
It's good to practice law with your parent.,practicing law with your parent.,I practice law with my father and I had to turn him into the state bar. My family now hates me.,personal-psychological,low_agreement,1,0,5-25%,confessions
It's good to express your bad thoughts.,expressing your bad thoughts.,All My Unfiltered and Unspoken Emotions—Every Bad Thought I Wanted to Tell The Person Who Understood Me,personal-psychological,low_agreement,1,1,5-25%,confessions
You shouldn't be friends with your ex if they still have feelings for you.,being with your ex when they still have feelings for you.,I chat with my ex every few months and could probably still hit it.,personal-psychological,medium_agreement,2,-1,50%,confessions
You shouldn't break up with someone you still have feelings for.,breaking up with someone you still have feelings for.,"Broke up with my ex-girlfriend 6 years ago, I see her almost every week and I still have feelings for her but she doesn't know.",personal-psychological,medium_agreement,2,-1,50%,confessions
Parents are expected to teach their children self defense in case they are bullied.,Parents teaching children self defense in case they are bullied.,Bullies Roam the Hallways in Schools Across the U.S.A.,personal-psychological,medium_agreement,2,0,50%,dearabby
It is good to change a behavior that a friend does not like.,changing a behavior that a friend does not like.,"My friends are horrible people, but I can't get away from them",personal-psychological,medium_agreement,2,1,50%,confessions
You shouldn't blame your child's ex partner for things.,blaming your child's ex partner for things.,Family Blames Ex-Girlfriend for Son's Fatal Overdose,personal-psychological,medium_agreement,2,-1,50%,dearabby
You should learn to like your parent's friends.,learning to like your parent's friends.,asking my mom's best friend not to visit her anymore,personal-psychological,medium_agreement,2,0,50%,amitheasshole
It's not okay to bring others into your dealing with your emotions.,bringng others into your dealing with your emotions.,"Refugee Honors American Mom and Vietnamese Mother, Too",personal-psychological,medium_agreement,2,-1,50%,dearabby
You shouldn't let your sibling ride your horse.,letting your sibling ride your horse.,I got upset until i find out my brother was riding him.,personal-psychological,medium_agreement,2,-1,50%,rocstories
Its best not to share personal feeling with strangers.,sharing personal feeling with strangers.,talking about my gender feelings,personal-psychological,medium_agreement,2,-1,50%,amitheasshole
A child shouldn't expect to have privacy from a parent that they rely on for everything.,expecting to have privacy from a parent that they rely on for everything.,being mad at my mom for checking my phone,personal-psychological,medium_agreement,2,0,50%,amitheasshole
It's wrong to crush a spouse's dream even if it's something you don't want.,crushing a spouse's dream even if it's something you don't want.,My only genuine dream in this world is to be a husband and father,personal-psychological,medium_agreement,2,-1,50%,confessions
It's allowed to plan on some day being your own boss.,planning on some day being your own boss.,"He wanted to start up his own cafe, but didn't have the money.",personal-psychological,medium_agreement,2,0,50%,rocstories
It's understandable if you don't want to go on a trip with your cousin's spouse.,Not wanting to go on a trip with your cousin's spouse.,Gender Alone Doesn't Qualify Wife for a Cousin-Only Trip,personal-psychological,medium_agreement,2,0,50%,dearabby
It's okay to have a shy and timid personality.,having a shy and timid personality.,When I was younger I was a very shy timid person.,personal-psychological,medium_agreement,2,0,50%,rocstories
You should not be angry at your roommate's dog.,being angry at your roommate's dog.,getting annoyed at my roommate's untrained dog,personal-psychological,medium_agreement,2,-1,50%,amitheasshole
You shouldn't put up with a bossy neighbor.,putting up with a bossy neighbor.,telling my neighbors to take down the flag in their yard,personal-psychological,medium_agreement,2,-1,50%,amitheasshole
It is wrong to purposely try to be like your best friend.,purposely trying to be like your best friend,I am a shadow of my Bestfriend,personal-psychological,medium_agreement,2,-1,50%,confessions
You shouldn't have a child if you're too young.,having a child if you're too young.,I have parental feelings but i am too young to have a child,personal-psychological,medium_agreement,2,-1,50%,confessions
It's understandable if you're offended when your friend doesn't get you anything for your birthday.,being offended when your friend doesn't get you anything for your birthday.,not giving my friend a gift,personal-psychological,medium_agreement,2,0,50%,amitheasshole
It is good to write about your feelings.,writing about your feelings.,"Eventually, I came to my senses and started to write.",personal-psychological,medium_agreement,2,1,50%,rocstories
You don't have to have a religion just because you're a child.,having a religion just because you're a child,I'm an atheist but I'm only 12,personal-psychological,medium_agreement,2,0,50%,confessions
It's bad to let your emotions get out of control.,letting your emotions get out of control,I love her very much and dying here without her… but she hates me… she hates me… she hates me…,personal-psychological,medium_agreement,2,-1,50%,confessions
"If you love and hate your dad at the same time, you should get some help.",getting help when you love and hate your dad at the same time,There is nobody I simultaneously love and hate as much as my Dad,personal-psychological,medium_agreement,2,0,50%,confessions
You shouldn't expect your friend to pay you back for something they did to your things.,expecting your friend to pay you back for something they did to your things.,"asking my ""friend"" to pay for damages caused when riding my motorbike",personal-psychological,medium_agreement,2,-1,50%,amitheasshole
You can't expect your parent to always be there for you.,expecting your parent to always be there for you.,His dad told him he was too sick to go.,personal-psychological,medium_agreement,2,-1,50%,rocstories
You should not sabotage your personal relationships.,sabotaging your personal relationships,"The love of my life ghosted me, and it’s my fault",personal-psychological,high_agreement,4,-1,>99%,confessions
"If you don't have a best friend, you should meet new people.",not having a best friend and meet new people.,I don’t have many friends or that “best friend” and it’s slowly making me depressed.,personal-psychological,high_agreement,3,0,75-90%,confessions
It is a waste of time to argue with someone who is not going to change their mind.,arguing with someone who is not going to change their mind.,arguing about sexuality unnecessarily,personal-psychological,high_agreement,3,-1,75-90%,amitheasshole
It's ok to have conflicting emotions.,having conflicting emotions.,"I love my Mom, but I think she treats my Dad awfully.",personal-psychological,high_agreement,3,0,75-90%,confessions
It's good to show affection to your girlfriend.,showing affection to your girlfriend,Tim wanted to send some flowers to his girlfriend.,personal-psychological,high_agreement,3,1,75-90%,rocstories
It's important to teach your child internet safety.,teaching your child internet safety.,I had unsafe online habits when I was a kid,personal-psychological,high_agreement,3,1,75-90%,confessions
It's good to teach your child how to ride a bike.,teaching your child how to ride a bike.,Her father said he would help her learn to ride.,personal-psychological,high_agreement,4,1,>99%,rocstories
It's good to get your child a pet.,getting your child a pet.,"That morning, Casey cried when her gift was a new puppy!",personal-psychological,high_agreement,3,1,75-90%,rocstories
It's understandable if you're suspicious when a widower in your family gets together with a widower soon after their spouse's died.,being suspicious when a widower in your family gets together with a widower soon after their spouse's died.,"Family Is Torn Apart When Widow, Widower Get Together",personal-psychological,high_agreement,3,0,75-90%,dearabby
It's good to help a friend out.,helping a friend out.,She brought the phone to her friend who knows a lot about smartphones.,personal-psychological,high_agreement,4,1,>99%,rocstories
It is good to talk through your feelings.,talking through your feelings.,I think I was molested as a child???,personal-psychological,high_agreement,4,1,>99%,confessions
It's ok to fire an employee for gross negligence.,firing an employee for gross negligence.,I threw away 3 months worth of company mail at my job.,personal-psychological,high_agreement,4,0,>99%,confessions
It's good to be a bridesmaid for your friend's wedding.,being a bridesmaid for your friend's wedding.,Suzie was going to be a bridesmaid for her friend's wedding.,personal-psychological,high_agreement,3,1,75-90%,rocstories
It's fine to feel guilty when you upset your roommate.,feeling guilty when you upset your roommate.,I upset my roommate.....,personal-psychological,high_agreement,4,0,>99%,confessions
"Your girlfriend is expected to get mad at you, if you tell her you have a crush on someone else.",Your girlfriend getting mad at you when you tell her you have a crush on someone else.,having a crush on a girl and telling my girlfriend,personal-psychological,high_agreement,3,0,75-90%,amitheasshole
It's good for a parent to want their children to make the best decisions possible.,wanting your children to make the best decisions possible.,Teen's Serious Relationship Draws Fire From Boy's Mom,personal-psychological,high_agreement,4,1,>99%,dearabby
You should try to understand the perspective of others.,understanding the perspective of others.,telling my sister she shouldnt be angry about waiting,personal-psychological,high_agreement,3,1,75-90%,amitheasshole
It is good to have self confidence.,having self confidence.,"I am disabled and unemployed, and I apply to jobs to get the responses just to feel like I still exist.",personal-psychological,high_agreement,4,0,>99%,confessions
Keeping your room clean is a good way to keep your mind clear.,Keeping your room clean to keep your mind clear.,Marco noticed that his bedroom felt very messy.,personal-psychological,high_agreement,3,1,75-90%,rocstories
It is ok to ghost a friend if the relationship is toxic or puts you in harms way.,ghosting a friend when the relationship is toxic or puts you in harms way.,thinking my best friend owes me an explanation for ghosting me,personal-psychological,high_agreement,3,0,75-90%,amitheasshole
You should listen and try to change if a friend does not like the way you are acting.,Listening and trying to change if a friend does not like the way you are acting.,wanting a friend to stop talking about how much she works?and how shes better than me,personal-psychological,high_agreement,4,1,>99%,amitheasshole
You shouldn't criticize someone's food preferences.,criticizing someone's food preferences.,Fan of Well-Done Steak Resents Criticism From Table Mates,personal-psychological,high_agreement,3,-1,75-90%,dearabby
It's encouraged you stay in contact when separated from your spouse for a long period of time,staying in contact when separated from your spouse for a long period of time,Mom Suspects Military Wife Is Retreating From Her Husband,personal-psychological,high_agreement,3,0,75-90%,dearabby
You should listen to your partner's feelings.,listening to your partner's feelings.,feeling like my boyfriend sees his family too often,personal-psychological,high_agreement,3,0,75-90%,amitheasshole
"If something isn't in stock, ask the store manager if they can get it back in for you.",asking the store manager if they can get it back in for you when something isn't in stock,Jill went to the store later to pick up a new one but they were out.,personal-psychological,high_agreement,3,0,75-90%,rocstories
